Medicine_ID,Medicine_Name,Generic_Name,Category,Dosage,Manufacturer,Batch_Number,Stock_Quantity,Minimum_Stock,Expiry_Date,Purchase_Date,Unit_Price,Supplier,Storage_Location,Status
MED191,Dolo,Dolo,Injection,500 mg,Alkem,B8732,214,20,2028-02-28,2025-06-05,452.13,MediSupply,B2,Active
MED192,Vitamin C,Vitamin C,Ointment,650 mg,Abbott,B4853,90,30,2026-04-28,2025-04-06,392.37,LifeCare,C1,Active
MED193,Diclofenac,Diclofenac,Ointment,10 ml,Abbott,B6546,146,20,2027-01-28,2025-12-07,109.42,ABC Pharma,B1,Active
MED194,Cefixime,Cefixime,Syrup,250 mg,Abbott,B1547,181,50,2027-03-12,2025-10-05,61.09,HealthPlus,A2,Active
MED195,Diclofenac,Diclofenac,Syrup,100 IU,Abbott,B1399,461,20,2026-08-10,2025-07-02,191.08,ABC Pharma,B1,Active
MED196,Ibuprofen,Ibuprofen,Capsule,250 mg,Torrent,B5085,129,20,2026-12-28,2025-03-27,417.55,HealthPlus,C2,Active
MED197,Vitamin C,Vitamin C,Syrup,650 mg,Abbott,B3045,67,50,2027-08-21,2025-12-12,277.22,HealthPlus,B2,Active
MED198,Salbutamol,Salbutamol,Tablet,250 mg,Mankind,B4099,343,50,2027-10-19,2025-08-21,91.5,HealthPlus,B1,Active
MED199,Cetirizine,Cetirizine,Ointment,500 mg,Alkem,B1959,407,20,2026-08-30,2025-04-10,11.57,MediSupply,B2,Active
MED200,Levocetirizine,Levocetirizine,Syrup,10 ml,Torrent,B6573,1,30,2027-04-01,2025-03-04,493.29,MediSupply,B2,Active
MED201,Paracetamol,Paracetamol,Injection,100 IU,Sun Pharma,B9257,21,20,2027-01-07,2025-05-02,430.05,MediSupply,A1,Active
MED202,Levocetirizine,Levocetirizine,Capsule,5 ml,Sun Pharma,B8641,256,20,2027-05-14,2025-07-15,78.16,HealthPlus,C2,Active
MED203,Insulin,Insulin,Injection,500 mg,Cipla,B3746,72,30,2027-03-08,2025-07-23,146.95,MediSupply,B2,Active
MED204,Omeprazole,Omeprazole,Injection,250 mg,Dr. Reddy's,B5256,170,50,2026-03-05,2025-08-15,402.24,Prime Medics,C2,Active
MED205,Vitamin C,Vitamin C,Injection,5 ml,Mankind,B8752,137,50,2027-01-03,2025-08-09,289.28,MediSupply,Cold Storage,Active
MED206,Amoxicillin,Amoxicillin,Injection,500 mg,Torrent,B9486,447,50,2026-04-20,2025-06-02,341.7,MediSupply,A2,Active
MED207,Salbutamol,Salbutamol,Tablet,250 mg,Alkem,B4723,251,20,2028-02-12,2025-04-02,191.3,ABC Pharma,A1,Active
MED208,Azithromycin,Azithromycin,Capsule,500 mg,Abbott,B2786,49,30,2026-08-29,2025-04-12,6.58,ABC Pharma,C2,Active
MED209,Amlodipine,Amlodipine,Injection,500 mg,Mankind,B8226,199,30,2027-04-30,2025-08-21,207.46,MediSupply,C1,Active
MED210,Salbutamol,Salbutamol,Injection,500 mg,Sun Pharma,B2499,318,20,2027-03-17,2025-12-11,118.16,HealthPlus,A2,Active
MED211,Dolo,Dolo,Capsule,500 mg,Lupin,B1682,4,30,2026-10-02,2025-12-15,101.73,HealthPlus,Cold Storage,Active
MED212,Ibuprofen,Ibuprofen,Ointment,5 ml,Dr. Reddy's,B3914,194,30,2027-05-12,2025-04-22,480.72,Prime Medics,Cold Storage,Active
MED213,Atorvastatin,Atorvastatin,Tablet,500 mg,Torrent,B5283,66,20,2027-10-15,2025-07-05,371.27,Prime Medics,B2,Active
MED214,Levocetirizine,Levocetirizine,Injection,650 mg,Lupin,B1933,131,30,2027-03-27,2025-10-31,280.46,Prime Medics,Cold Storage,Active
MED215,Losartan,Losartan,Capsule,500 mg,Cipla,B6476,222,20,2026-08-15,2025-09-06,336.21,LifeCare,A1,Active
MED216,Azithromycin,Azithromycin,Syrup,650 mg,Alkem,B6488,382,20,2026-09-04,2025-01-08,65.65,LifeCare,C1,Active
MED217,Salbutamol,Salbutamol,Injection,100 IU,Alkem,B8799,267,20,2026-12-31,2025-06-08,30.89,Prime Medics,B1,Active
MED218,Vitamin C,Vitamin C,Tablet,10 ml,Mankind,B3694,107,50,2026-11-02,2025-06-01,70.47,HealthPlus,C2,Active
MED219,Metformin,Metformin,Syrup,100 IU,Alkem,B5272,348,50,2026-07-14,2025-09-03,26.77,HealthPlus,A2,Active
MED220,Insulin,Insulin,Capsule,250 mg,Sun Pharma,B2353,158,30,2028-03-11,2025-08-15,496.6,HealthPlus,B1,Active
MED221,Diclofenac,Diclofenac,Tablet,100 IU,Mankind,B1427,37,20,2026-10-04,2025-10-28,231.38,LifeCare,C2,Active
MED222,Paracetamol,Paracetamol,Injection,250 mg,Mankind,B8770,305,30,2026-02-26,2025-01-01,316.35,LifeCare,C2,Active
MED223,Vitamin C,Vitamin C,Tablet,100 IU,Dr. Reddy's,B3409,410,20,2027-05-28,2025-11-17,356.69,MediSupply,C1,Active
MED224,Paracetamol,Paracetamol,Syrup,5 ml,Abbott,B8299,494,20,2027-04-25,2025-10-15,412.73,LifeCare,B1,Active
MED225,Cetirizine,Cetirizine,Capsule,100 IU,Cipla,B8074,213,30,2027-01-24,2025-06-09,332.38,MediSupply,B2,Active
MED226,Amlodipine,Amlodipine,Ointment,10 ml,Cipla,B5351,498,20,2028-06-11,2025-03-22,127.95,ABC Pharma,C1,Active
MED227,Losartan,Losartan,Capsule,500 mg,Dr. Reddy's,B8986,425,50,2026-11-20,2025-12-26,119.58,MediSupply,C2,Active
MED228,Dolo,Dolo,Capsule,100 IU,Sun Pharma,B5084,233,50,2028-04-23,2025-07-11,335.26,ABC Pharma,Cold Storage,Active
MED229,Dolo,Dolo,Injection,650 mg,Sun Pharma,B7665,294,30,2027-07-18,2025-06-18,305.9,Prime Medics,A2,Active
MED230,Atorvastatin,Atorvastatin,Ointment,100 IU,Sun Pharma,B1168,490,20,2026-03-29,2025-12-21,489.22,ABC Pharma,C1,Active
MED231,Losartan,Losartan,Syrup,650 mg,Abbott,B1591,489,50,2027-04-30,2025-11-18,156.3,ABC Pharma,B2,Active
MED232,Cefixime,Cefixime,Injection,5 ml,Dr. Reddy's,B6818,452,30,2026-03-27,2025-10-05,442.17,HealthPlus,A2,Active
MED233,Atorvastatin,Atorvastatin,Capsule,650 mg,Torrent,B1643,289,50,2026-09-17,2025-02-21,163.18,HealthPlus,C2,Active
MED234,Amlodipine,Amlodipine,Syrup,250 mg,Mankind,B2289,355,20,2026-09-14,2025-12-21,428.93,HealthPlus,C1,Active
MED235,Cefixime,Cefixime,Tablet,250 mg,Cipla,B8192,273,20,2027-05-04,2025-04-14,66.93,HealthPlus,B1,Active
MED236,Insulin,Insulin,Syrup,500 mg,Cipla,B9342,205,30,2028-04-07,2025-09-25,299.97,ABC Pharma,A1,Active
MED237,Cefixime,Cefixime,Injection,5 ml,Cipla,B9124,182,30,2026-12-21,2025-04-17,264.19,HealthPlus,B1,Active
MED238,Salbutamol,Salbutamol,Ointment,650 mg,Mankind,B6616,113,30,2027-11-06,2025-02-22,302.61,LifeCare,A2,Active
MED239,Vitamin C,Vitamin C,Capsule,250 mg,Sun Pharma,B7892,449,20,2028-04-04,2025-07-02,450.85,ABC Pharma,B2,Active
MED240,Losartan,Losartan,Injection,650 mg,Lupin,B2313,25,20,2028-02-29,2025-04-14,320.28,LifeCare,C2,Active
MED241,Diclofenac,Diclofenac,Injection,100 IU,Sun Pharma,B1131,267,50,2027-10-06,2025-07-15,414.03,Prime Medics,C2,Active
MED242,Insulin,Insulin,Tablet,5 ml,Mankind,B3944,155,50,2028-01-13,2025-06-27,443.77,Prime Medics,C1,Active
MED243,Amlodipine,Amlodipine,Syrup,500 mg,Abbott,B1449,203,50,2028-05-18,2025-01-13,293.14,Prime Medics,A1,Active
MED244,Pantoprazole,Pantoprazole,Ointment,10 ml,Mankind,B5991,246,50,2027-01-24,2025-11-11,435.73,ABC Pharma,C2,Active
MED245,Calcium,Calcium,Ointment,10 ml,Mankind,B8324,357,20,2026-08-14,2025-12-24,54.08,LifeCare,B1,Active
MED246,Diclofenac,Diclofenac,Capsule,250 mg,Sun Pharma,B3938,341,20,2027-01-20,2025-04-15,59.15,ABC Pharma,C2,Active
MED247,Diclofenac,Diclofenac,Capsule,500 mg,Dr. Reddy's,B5013,412,50,2027-06-07,2025-07-27,87.18,HealthPlus,A1,Active
MED248,Cefixime,Cefixime,Ointment,10 ml,Alkem,B1818,201,30,2027-03-19,2025-05-19,418.55,HealthPlus,C2,Active
MED249,Pantoprazole,Pantoprazole,Ointment,500 mg,Cipla,B4320,466,20,2026-08-20,2025-09-11,53.89,ABC Pharma,A1,Active
MED250,Cetirizine,Cetirizine,Injection,650 mg,Sun Pharma,B6898,276,50,2026-05-06,2025-01-19,181.64,HealthPlus,B1,Active
MED251,Azithromycin,Azithromycin,Tablet,500 mg,Lupin,B8917,457,50,2026-09-16,2025-06-19,59.88,ABC Pharma,A2,Active
MED252,Dolo,Dolo,Injection,10 ml,Alkem,B9239,423,50,2026-12-23,2025-04-22,442.45,MediSupply,Cold Storage,Active
MED253,Diclofenac,Diclofenac,Syrup,500 mg,Sun Pharma,B3792,481,30,2026-03-15,2025-06-14,445.23,LifeCare,B2,Active
MED254,Vitamin C,Vitamin C,Capsule,100 IU,Abbott,B2415,216,20,2026-04-07,2025-06-01,92.23,HealthPlus,A2,Active
MED255,Amlodipine,Amlodipine,Syrup,10 ml,Dr. Reddy's,B2984,56,50,2028-05-07,2025-11-04,5.62,MediSupply,B2,Active
MED256,Ibuprofen,Ibuprofen,Injection,100 IU,Dr. Reddy's,B2982,395,20,2028-05-11,2025-06-01,376.11,Prime Medics,B1,Active
MED257,Dolo,Dolo,Injection,500 mg,Alkem,B9433,361,20,2027-06-28,2025-07-08,174.41,Prime Medics,Cold Storage,Active
MED258,Salbutamol,Salbutamol,Injection,250 mg,Sun Pharma,B9422,368,50,2027-04-19,2025-05-31,324.9,LifeCare,C1,Active
MED259,Losartan,Losartan,Tablet,250 mg,Alkem,B5323,15,20,2026-02-24,2025-10-13,305.08,MediSupply,A2,Active
MED260,Azithromycin,Azithromycin,Ointment,10 ml,Cipla,B1558,151,20,2028-03-13,2025-12-21,314.41,MediSupply,B2,Active
MED261,Paracetamol,Paracetamol,Ointment,5 ml,Sun Pharma,B4489,406,50,2027-12-30,2025-06-23,256.28,MediSupply,Cold Storage,Active
MED262,Salbutamol,Salbutamol,Tablet,650 mg,Sun Pharma,B4500,236,20,2026-11-24,2025-09-16,178.81,ABC Pharma,C1,Active
MED263,Paracetamol,Paracetamol,Injection,650 mg,Torrent,B2500,422,50,2027-02-11,2025-11-12,54.7,ABC Pharma,B1,Active
MED264,Calcium,Calcium,Tablet,650 mg,Cipla,B4007,115,30,2027-04-16,2025-10-09,239.33,ABC Pharma,C2,Active
MED265,Insulin,Insulin,Capsule,5 ml,Sun Pharma,B6719,424,30,2028-01-13,2025-07-05,238.87,MediSupply,B2,Active
MED266,Omeprazole,Omeprazole,Tablet,500 mg,Torrent,B3345,98,20,2028-01-17,2025-02-02,136.13,MediSupply,A2,Active
MED267,Metformin,Metformin,Ointment,5 ml,Abbott,B9379,108,50,2027-04-16,2025-12-20,482.04,ABC Pharma,C2,Active
MED268,Omeprazole,Omeprazole,Capsule,10 ml,Sun Pharma,B8184,12,50,2026-04-23,2025-08-14,19.56,MediSupply,Cold Storage,Active
MED269,Vitamin C,Vitamin C,Syrup,650 mg,Sun Pharma,B2554,442,50,2026-08-22,2025-09-13,161.78,LifeCare,B1,Active
MED270,Pantoprazole,Pantoprazole,Injection,650 mg,Alkem,B1282,348,50,2027-08-26,2025-09-08,308.02,Prime Medics,B1,Active
MED271,Dolo,Dolo,Tablet,500 mg,Torrent,B2258,118,30,2026-12-13,2025-07-07,109.24,LifeCare,C2,Active
MED272,Levocetirizine,Levocetirizine,Capsule,500 mg,Sun Pharma,B6989,81,20,2027-10-22,2025-10-27,480.95,ABC Pharma,B2,Active
MED273,Metformin,Metformin,Injection,100 IU,Abbott,B6257,84,20,2026-03-14,2025-07-13,314.13,Prime Medics,B1,Active
MED274,Ibuprofen,Ibuprofen,Capsule,10 ml,Lupin,B6895,478,30,2027-10-29,2025-08-22,164.32,HealthPlus,C2,Active
MED275,Calcium,Calcium,Capsule,5 ml,Alkem,B6065,21,50,2026-08-23,2025-07-13,321.68,MediSupply,B1,Active
MED276,Atorvastatin,Atorvastatin,Syrup,500 mg,Sun Pharma,B8842,373,50,2027-12-08,2025-05-07,370.83,LifeCare,Cold Storage,Active
MED277,ORS,ORS,Capsule,10 ml,Abbott,B6237,248,30,2028-02-06,2025-01-28,51.02,MediSupply,B2,Active
MED278,Cefixime,Cefixime,Tablet,10 ml,Cipla,B6673,177,50,2026-05-16,2025-05-07,35.3,Prime Medics,C1,Active
MED279,Cetirizine,Cetirizine,Syrup,650 mg,Lupin,B5522,396,20,2027-05-31,2025-04-03,144.9,ABC Pharma,A1,Active
MED280,Vitamin C,Vitamin C,Syrup,500 mg,Sun Pharma,B3866,402,50,2028-02-05,2025-06-14,89.2,MediSupply,B1,Active
MED281,Calcium,Calcium,Capsule,5 ml,Dr. Reddy's,B8265,244,30,2027-03-16,2025-11-24,235.86,MediSupply,Cold Storage,Active
MED282,Cefixime,Cefixime,Tablet,100 IU,Sun Pharma,B6169,384,50,2027-03-13,2025-07-14,175.71,MediSupply,B2,Active
MED283,Diclofenac,Diclofenac,Ointment,100 IU,Alkem,B5878,174,30,2026-12-16,2025-11-08,119.56,HealthPlus,C2,Active
MED284,Losartan,Losartan,Tablet,10 ml,Alkem,B4875,425,30,2027-06-11,2025-11-08,247.16,HealthPlus,B2,Active
MED285,Calcium,Calcium,Syrup,5 ml,Torrent,B2495,65,20,2028-06-11,2025-08-23,204.51,LifeCare,B1,Active
MED286,Cetirizine,Cetirizine,Capsule,100 IU,Mankind,B4130,296,50,2026-07-23,2025-10-16,50.24,Prime Medics,B2,Active
MED287,Calcium,Calcium,Injection,650 mg,Dr. Reddy's,B7406,318,30,2026-03-31,2025-07-26,252.43,MediSupply,Cold Storage,Active
MED288,Insulin,Insulin,Capsule,250 mg,Abbott,B2338,268,30,2027-12-30,2025-07-14,43.27,HealthPlus,B1,Active
MED289,Insulin,Insulin,Injection,100 IU,Torrent,B9644,360,50,2026-03-18,2025-09-21,227.49,LifeCare,A2,Active
MED290,Amlodipine,Amlodipine,Tablet,250 mg,Dr. Reddy's,B1383,82,20,2026-12-09,2025-01-04,76.33,Prime Medics,B1,Active
MED291,ORS,ORS,Injection,5 ml,Mankind,B6434,358,30,2026-09-10,2025-12-28,91.35,Prime Medics,C1,Active
MED292,Paracetamol,Paracetamol,Capsule,500 mg,Torrent,B1706,40,30,2027-07-07,2025-04-13,426.37,ABC Pharma,C1,Active
MED293,Azithromycin,Azithromycin,Capsule,100 IU,Mankind,B2581,52,30,2027-04-26,2025-02-19,76.87,ABC Pharma,B2,Active
MED294,Pantoprazole,Pantoprazole,Tablet,500 mg,Alkem,B2364,41,50,2028-04-15,2025-12-21,289.32,ABC Pharma,A2,Active
MED295,Pantoprazole,Pantoprazole,Injection,10 ml,Alkem,B3925,383,20,2027-03-31,2025-10-26,99.57,HealthPlus,B1,Active
MED296,Amlodipine,Amlodipine,Tablet,100 IU,Dr. Reddy's,B2588,369,50,2027-07-23,2025-03-07,145.02,ABC Pharma,B2,Active
MED297,Levocetirizine,Levocetirizine,Syrup,250 mg,Sun Pharma,B5011,353,50,2027-04-26,2025-12-24,105.26,MediSupply,Cold Storage,Active
MED298,Paracetamol,Paracetamol,Tablet,10 ml,Dr. Reddy's,B4488,237,20,2028-04-21,2025-12-14,168.16,MediSupply,Cold Storage,Active
MED299,Cetirizine,Cetirizine,Capsule,5 ml,Torrent,B2753,194,20,2026-08-22,2025-05-21,395.33,LifeCare,A1,Active
MED300,Cetirizine,Cetirizine,Capsule,5 ml,Torrent,B2103,75,20,2026-03-27,2025-12-22,242.9,Prime Medics,C1,Active
MED301,Pantoprazole,Pantoprazole,Ointment,500 mg,Alkem,B7290,287,20,2026-04-27,2025-04-09,219.37,ABC Pharma,B2,Active
MED302,Losartan,Losartan,Injection,5 ml,Torrent,B7996,204,30,2027-11-13,2025-10-19,441.99,MediSupply,A1,Active
MED303,Cefixime,Cefixime,Injection,10 ml,Dr. Reddy's,B3032,244,20,2028-05-22,2025-03-30,318.82,ABC Pharma,C1,Active
MED304,Vitamin C,Vitamin C,Syrup,500 mg,Abbott,B9729,276,30,2027-06-07,2025-05-01,337.33,MediSupply,A1,Active
MED305,Omeprazole,Omeprazole,Ointment,650 mg,Dr. Reddy's,B6977,377,30,2026-08-06,2025-08-04,253.31,ABC Pharma,Cold Storage,Active
MED306,Cetirizine,Cetirizine,Ointment,650 mg,Dr. Reddy's,B4157,342,30,2026-06-23,2025-10-27,323.15,Prime Medics,Cold Storage,Active
MED307,Pantoprazole,Pantoprazole,Injection,650 mg,Sun Pharma,B5091,78,30,2027-11-23,2025-09-11,470.92,ABC Pharma,A1,Active
MED308,Atorvastatin,Atorvastatin,Ointment,650 mg,Alkem,B5410,120,30,2026-06-03,2025-07-23,261.15,ABC Pharma,A1,Active
MED309,Atorvastatin,Atorvastatin,Ointment,5 ml,Sun Pharma,B3618,464,30,2026-12-22,2025-10-24,29.85,HealthPlus,B2,Active
MED310,Levocetirizine,Levocetirizine,Tablet,100 IU,Torrent,B9351,125,30,2026-08-24,2025-08-15,73.0,MediSupply,C2,Active
MED311,Dolo,Dolo,Ointment,650 mg,Cipla,B3798,217,50,2027-05-26,2025-08-11,275.17,Prime Medics,C2,Active
MED312,Paracetamol,Paracetamol,Ointment,650 mg,Torrent,B1560,191,50,2026-08-21,2025-02-01,411.35,HealthPlus,B1,Active
MED313,Levocetirizine,Levocetirizine,Ointment,650 mg,Lupin,B1970,415,50,2027-02-26,2025-10-22,153.22,MediSupply,C2,Active
MED314,Dolo,Dolo,Tablet,500 mg,Dr. Reddy's,B1450,289,30,2026-09-25,2025-11-26,277.93,LifeCare,C1,Active
MED315,ORS,ORS,Injection,5 ml,Cipla,B1205,384,20,2027-06-11,2025-08-29,36.33,MediSupply,Cold Storage,Active
MED316,Amlodipine,Amlodipine,Ointment,650 mg,Abbott,B2493,154,20,2026-06-19,2025-11-04,407.73,MediSupply,B2,Active
MED317,Metformin,Metformin,Capsule,500 mg,Dr. Reddy's,B1966,32,20,2027-06-16,2025-03-23,244.25,ABC Pharma,Cold Storage,Active
MED318,Azithromycin,Azithromycin,Capsule,100 IU,Cipla,B6007,248,30,2027-09-04,2025-10-21,37.93,ABC Pharma,Cold Storage,Active
MED319,ORS,ORS,Injection,500 mg,Cipla,B7122,163,30,2028-03-14,2025-07-01,217.71,MediSupply,B1,Active
MED320,ORS,ORS,Capsule,650 mg,Torrent,B1208,87,20,2026-11-03,2025-10-30,392.89,LifeCare,A2,Active
MED321,Cetirizine,Cetirizine,Injection,5 ml,Alkem,B9451,51,30,2026-06-27,2025-11-17,74.56,MediSupply,C1,Active
MED322,Pantoprazole,Pantoprazole,Tablet,500 mg,Lupin,B5487,399,20,2028-05-08,2025-03-03,478.02,Prime Medics,C1,Active
MED323,Insulin,Insulin,Capsule,100 IU,Mankind,B8747,206,30,2028-06-13,2025-03-26,104.35,MediSupply,B1,Active
MED324,Calcium,Calcium,Tablet,250 mg,Alkem,B1969,180,20,2026-04-23,2025-02-01,343.35,LifeCare,A2,Active
MED325,Atorvastatin,Atorvastatin,Injection,5 ml,Lupin,B3425,141,30,2027-08-03,2025-08-13,184.32,HealthPlus,C1,Active
MED326,Cefixime,Cefixime,Ointment,250 mg,Sun Pharma,B1620,186,20,2028-04-16,2025-12-20,27.11,MediSupply,A2,Active
MED327,Levocetirizine,Levocetirizine,Injection,100 IU,Sun Pharma,B1136,253,20,2026-06-16,2025-09-22,381.06,ABC Pharma,A1,Active
MED328,Levocetirizine,Levocetirizine,Capsule,650 mg,Lupin,B9319,43,30,2027-01-30,2025-02-23,54.78,HealthPlus,C1,Active
MED329,Amoxicillin,Amoxicillin,Syrup,250 mg,Sun Pharma,B6865,494,20,2027-02-16,2025-01-11,79.43,ABC Pharma,Cold Storage,Active
MED330,Diclofenac,Diclofenac,Tablet,10 ml,Sun Pharma,B9850,226,50,2026-04-04,2025-09-27,182.02,ABC Pharma,C1,Active
MED331,Pantoprazole,Pantoprazole,Syrup,650 mg,Alkem,B4406,350,50,2026-09-06,2025-01-21,238.7,LifeCare,C1,Active
MED332,Calcium,Calcium,Injection,10 ml,Cipla,B4029,268,20,2028-04-26,2025-11-15,481.54,MediSupply,A1,Active
MED333,Omeprazole,Omeprazole,Tablet,100 IU,Torrent,B3042,167,30,2027-03-14,2025-05-02,201.61,ABC Pharma,B2,Active
MED334,Losartan,Losartan,Tablet,500 mg,Abbott,B7993,371,20,2026-05-30,2025-08-29,56.12,MediSupply,C2,Active
MED335,Amoxicillin,Amoxicillin,Ointment,250 mg,Torrent,B5585,287,50,2027-07-30,2025-11-19,451.79,HealthPlus,A1,Active
MED336,Metformin,Metformin,Tablet,250 mg,Alkem,B6949,128,20,2026-06-17,2025-02-20,276.08,HealthPlus,Cold Storage,Active
MED337,Levocetirizine,Levocetirizine,Injection,500 mg,Dr. Reddy's,B4202,245,50,2026-09-08,2025-11-15,434.56,ABC Pharma,B2,Active
MED338,ORS,ORS,Tablet,500 mg,Abbott,B7915,407,20,2026-06-22,2025-05-01,379.61,Prime Medics,C1,Active
MED339,Dolo,Dolo,Ointment,5 ml,Dr. Reddy's,B5380,64,20,2026-08-08,2025-01-31,188.54,HealthPlus,B2,Active
MED340,Amoxicillin,Amoxicillin,Injection,500 mg,Abbott,B2515,400,20,2028-05-25,2025-09-05,223.5,MediSupply,B1,Active
MED341,Dolo,Dolo,Injection,500 mg,Sun Pharma,B3352,106,20,2026-10-10,2025-06-04,178.97,HealthPlus,A1,Active
MED342,Vitamin C,Vitamin C,Syrup,10 ml,Sun Pharma,B4080,400,30,2027-05-20,2025-04-03,443.59,MediSupply,A2,Active
MED343,Paracetamol,Paracetamol,Syrup,100 IU,Cipla,B1413,107,50,2027-12-12,2025-09-26,469.02,Prime Medics,B2,Active
MED344,Ibuprofen,Ibuprofen,Injection,5 ml,Abbott,B6638,51,30,2027-11-06,2025-06-15,317.33,LifeCare,A2,Active
MED345,Cefixime,Cefixime,Injection,5 ml,Sun Pharma,B2587,286,50,2027-04-07,2025-03-13,414.58,ABC Pharma,B2,Active
MED346,Atorvastatin,Atorvastatin,Capsule,500 mg,Mankind,B1584,353,30,2028-06-10,2025-04-24,406.09,ABC Pharma,C1,Active
MED347,Amlodipine,Amlodipine,Capsule,650 mg,Torrent,B1093,206,50,2027-07-17,2025-07-19,126.75,LifeCare,B2,Active
MED348,ORS,ORS,Syrup,500 mg,Torrent,B7011,55,30,2028-01-22,2025-02-06,274.84,MediSupply,Cold Storage,Active
MED349,Dolo,Dolo,Injection,10 ml,Torrent,B4635,161,20,2027-02-28,2025-06-15,101.71,MediSupply,Cold Storage,Active
MED350,Cefixime,Cefixime,Injection,100 IU,Dr. Reddy's,B1359,238,20,2027-01-13,2025-06-01,208.47,Prime Medics,C1,Active
MED351,Paracetamol,Paracetamol,Injection,10 ml,Torrent,B1528,192,30,2027-09-23,2025-05-21,396.17,HealthPlus,Cold Storage,Active
MED352,Insulin,Insulin,Capsule,500 mg,Sun Pharma,B3105,118,50,2026-06-23,2025-07-04,462.84,Prime Medics,B2,Active
MED353,Diclofenac,Diclofenac,Ointment,500 mg,Mankind,B1164,239,50,2027-01-12,2025-02-16,323.52,LifeCare,B1,Active
MED354,Cetirizine,Cetirizine,Injection,5 ml,Mankind,B4097,137,30,2028-03-09,2025-11-16,19.31,ABC Pharma,C1,Active
MED355,Levocetirizine,Levocetirizine,Ointment,5 ml,Mankind,B1692,71,30,2026-09-10,2025-03-09,369.49,MediSupply,A1,Active
MED356,Omeprazole,Omeprazole,Capsule,500 mg,Alkem,B9936,482,50,2027-08-06,2025-10-20,386.86,ABC Pharma,A1,Active
MED357,Pantoprazole,Pantoprazole,Tablet,250 mg,Sun Pharma,B4874,23,20,2026-11-02,2025-03-15,338.4,Prime Medics,B2,Active
MED358,Losartan,Losartan,Tablet,100 IU,Cipla,B6218,356,20,2026-09-29,2025-02-02,173.76,HealthPlus,B2,Active
MED359,Vitamin C,Vitamin C,Syrup,500 mg,Abbott,B2678,439,20,2026-05-21,2025-01-17,473.42,MediSupply,C1,Active
MED360,Diclofenac,Diclofenac,Tablet,250 mg,Torrent,B4887,272,20,2027-06-14,2025-09-28,144.37,HealthPlus,C1,Active
MED361,Omeprazole,Omeprazole,Injection,250 mg,Mankind,B9211,470,50,2028-06-14,2025-05-31,256.7,Prime Medics,C2,Active
MED362,Amlodipine,Amlodipine,Injection,10 ml,Dr. Reddy's,B1456,16,30,2027-09-22,2025-10-27,485.28,HealthPlus,A2,Active
MED363,Diclofenac,Diclofenac,Ointment,500 mg,Alkem,B4390,216,20,2027-12-06,2025-08-13,233.59,HealthPlus,C1,Active
MED364,Azithromycin,Azithromycin,Ointment,500 mg,Torrent,B4987,15,20,2027-07-22,2025-07-14,237.55,HealthPlus,B1,Active
MED365,Calcium,Calcium,Ointment,100 IU,Sun Pharma,B4289,449,30,2027-01-05,2025-02-02,123.29,Prime Medics,A2,Active
MED366,Azithromycin,Azithromycin,Capsule,10 ml,Dr. Reddy's,B9863,438,30,2027-01-16,2025-12-23,50.64,MediSupply,B1,Active
MED367,Atorvastatin,Atorvastatin,Injection,5 ml,Dr. Reddy's,B7646,69,50,2026-03-15,2025-07-10,158.57,HealthPlus,B2,Active
MED368,Paracetamol,Paracetamol,Injection,650 mg,Dr. Reddy's,B6233,105,20,2027-01-27,2025-12-11,68.98,HealthPlus,C1,Active
MED369,Salbutamol,Salbutamol,Capsule,10 ml,Lupin,B1971,282,20,2027-09-03,2025-10-27,211.88,LifeCare,C1,Active
MED370,Azithromycin,Azithromycin,Injection,10 ml,Torrent,B4614,11,30,2026-09-21,2025-07-20,198.1,Prime Medics,B1,Active
MED371,Cefixime,Cefixime,Capsule,650 mg,Mankind,B3980,278,50,2026-06-25,2025-01-05,303.63,MediSupply,A2,Active
MED372,Diclofenac,Diclofenac,Capsule,100 IU,Dr. Reddy's,B3283,60,30,2026-02-19,2025-09-17,76.99,ABC Pharma,B2,Active
MED373,Azithromycin,Azithromycin,Tablet,5 ml,Abbott,B3621,115,20,2027-03-05,2025-02-05,265.65,MediSupply,C1,Active
MED374,ORS,ORS,Ointment,500 mg,Torrent,B9380,481,20,2026-11-26,2025-12-20,53.81,HealthPlus,B1,Active
MED375,Metformin,Metformin,Ointment,10 ml,Alkem,B2728,407,20,2026-03-01,2025-10-11,20.13,MediSupply,C1,Active
MED376,Paracetamol,Paracetamol,Syrup,10 ml,Mankind,B8093,43,50,2027-07-14,2025-05-02,421.77,Prime Medics,B1,Active
MED377,Omeprazole,Omeprazole,Syrup,500 mg,Abbott,B8248,11,30,2027-05-17,2025-07-22,222.69,MediSupply,Cold Storage,Active
MED378,Salbutamol,Salbutamol,Capsule,10 ml,Cipla,B9032,223,20,2026-05-03,2025-12-25,379.18,ABC Pharma,A2,Active
MED379,Paracetamol,Paracetamol,Tablet,500 mg,Dr. Reddy's,B7284,4,30,2026-02-11,2025-07-14,407.44,LifeCare,Cold Storage,Active
MED380,Diclofenac,Diclofenac,Injection,5 ml,Cipla,B2798,130,50,2028-02-10,2025-09-09,238.74,LifeCare,C1,Active
MED381,Losartan,Losartan,Syrup,650 mg,Lupin,B6141,203,20,2026-10-25,2025-06-22,466.17,MediSupply,B1,Active
MED382,ORS,ORS,Ointment,250 mg,Sun Pharma,B4212,20,30,2028-03-30,2025-09-08,328.3,HealthPlus,B1,Active
